time,seconds_elapsed,z,y,x
1746475660542253000,0.778253173828125,-0.2033516582906246,0.034096038608253,-0.05895747160967439
1746475660552250000,0.78825,-0.1700590450197458,0.016907880181074142,-0.033985637036338445
1746475660562246100,0.79824609375,-0.139015671980381,-0.00488163456171751,0.012292970264144241
1746475660572243200,0.8082431640625,-0.10086801989376544,-0.03856412393301725,0.058102425682917236
1746475660582240000,0.818239990234375,-0.0391565368682146,-0.03447860818505287,0.09307309170123189
1746475660592236000,0.828236083984375,0.005226210215687752,-0.02504734749495983,0.0644446708491072
1746475660602233000,0.838233154296875,0.06355448054373264,-0.03426438091248274,0.06310914792902768
1746475660612230100,0.848230224609375,0.020125088661909103,-0.013197335225343703,0.14840576040986925
1746475660622227200,0.858227294921875,-0.014253566280007362,0.0328194428011775,0.14562387460637838
1746475660632223200,0.86822314453125,-0.030943419796228406,0.06965484324544667,0.10345894970241934
1746475660642220000,0.878219970703125,-0.03436287285089493,0.08152356021553278,0.06054510612729937
1746475660652217000,0.888217041015625,-0.02311316456198692,0.07662994295507669,0.05541742438264191
1746475660662213000,0.898213134765625,-0.01546528015732765,0.047317923752963544,0.010577252387441694
1746475660672210200,0.908210205078125,0.024385668715834617,0.02275982107967138,-0.03268949627857655
1746475660682207200,0.918207275390625,0.051314592173695564,0.0033539866030216216,-0.04155282088760286
1746475660692204300,0.928204345703125,0.0665144993931055,-0.0024260581031441686,-0.015906813379749654
1746475660702200000,0.938199951171875,0.09412439085245132,0.00048661447316408155,0.030783735722489654
1746475660712197000,0.948197021484375,0.09957798008322716,0.03329465909749269,0.025252076286822557
1746475660722194200,0.958194091796875,0.034573885253071784,0.03194441353231668,0.01889046883303672
1746475660732190200,0.968190185546875,-0.03806055832505226,0.04929594582766294,-0.019489311509020626
1746475660742187000,0.97818701171875,-0.060796706268191336,0.06308306363970041,-0.07865414225906134
1746475660752184000,0.98818408203125,-0.06658581106364726,0.04851560910493135,-0.08297463580667971
1746475660762180000,0.99818017578125,-0.12631868749260902,-0.005904840129613876,-0.11727080009691417
1746475660772177200,1.00817724609375,-0.12250409764051437,-0.006758242088556289,-0.11036503929644823
