time,seconds_elapsed,z,y,x
1745468595764298800,0.077298828125,0.08456102821528912,-0.03332359293103218,-0.020129034184664486
1745468595774269700,0.087269775390625,0.062063365203142165,-0.06608604484796524,-0.031739246349036694
1745468595784240600,0.09724072265625,0.0031277766317129134,-0.062055766418576234,-0.03460632621794939
1745468595794210600,0.10721044921875,-0.005756371569633483,-0.029838088902831076,-0.014742226579785345
1745468595804181500,0.117181396484375,0.009933364993333816,-0.004114449581503868,-0.0156451667688787
1745468595814152700,0.127152587890625,0.041808512681722636,-0.032192543074488635,-0.03230214092880487
1745468595824123600,0.13712353515625,0.11668225961923599,-0.05608078366219997,-0.08479914782010019
1745468595834093600,0.147093505859375,0.17250117747485635,-0.07562368852198123,-0.17195596468225122
1745468595844064800,0.157064697265625,0.28125819705277677,-0.13252630996108053,-0.31082901332154866
1745468595854035700,0.16703564453125,0.1851581222131848,-0.053704702180624,-0.11463190296068787
1745468595864006400,0.17700634765625,-0.1626207117125392,0.06899930194616317,0.10215331046395003
1745468595873976800,0.186976806640625,-0.3533326686605811,0.12290975583195686,0.11595986362881958
1745468595883947500,0.196947509765625,-0.433328580917418,0.2524450672835111,0.05891958728469908
1745468595893918500,0.20691845703125,-0.5219678183570504,0.26941490678489205,0.15460026766844093
1745468595903889700,0.2168896484375,-0.5479305271312594,0.17608020500540733,0.1471099119130522
1745468595913859600,0.226859619140625,-0.42158612067550416,0.08116437151432036,0.04378938430063426
1745468595923830500,0.23683056640625,-0.16298369980603455,-0.019863807377219198,-0.09788030931986867
1745468595933801700,0.2468017578125,0.08525310213267803,-0.06390986985266209,-0.10240209759324788
1745468595943772700,0.256772705078125,0.2416810966849327,-0.10953940212726593,-0.037084406769275664
1745468595953742600,0.26674267578125,0.3950347983583808,-0.12079846276640892,-0.000557853078469634
1745468595963713500,0.276713623046875,0.4859101242870092,-0.09346388111710548,0.03916216289140284
1745468595973684500,0.2866845703125,0.4726099132090807,-0.0835860457032919,-0.019954189074411988
1745468595983655700,0.29665576171875,0.34075755698680876,-0.022275544694066046,-0.06583068184740841
1745468595993625600,0.30662548828125,0.16848434304893015,0.038245851764082905,-0.06815298731513321
1745468596003596500,0.316596435546875,0.017978724282979964,0.06497545325756073,-0.06340944604985416
1745468596013567700,0.326567626953125,-0.046399055342376226,0.08016133195161819,-0.03479775713682175
1745468596023538700,0.33653857421875,-0.010604688383638858,0.06142389825582504,-0.0007915887691080569
1745468596033508600,0.346508544921875,0.049530339105427264,0.01736030012369156,0.04505158625617623
1745468596043479800,0.356479736328125,0.11328501839637756,-0.030005846685171124,0.026077786521241066
1745468596053450500,0.366450439453125,0.11786883905529975,-0.03636310675740242,0.03164937610849738
1745468596063421700,0.376421630859375,-0.0036971009522676467,-0.04348199885189533,-0.01916165045723319
1745468596073391600,0.3863916015625,-0.06981617128700017,-0.027784663504362105,-0.029759762969613072
1745468596083362600,0.396362548828125,-0.09592939444780349,-0.012674772655963897,-0.07429565478861332
1745468596093333800,0.406333740234375,-0.13315905490666627,-0.001835398733615875,-0.0540179328482598
1745468596103304700,0.4163046875,-0.15829934138208626,0.03336743207275867,-0.06020341655015945
1745468596113274600,0.426274658203125,-0.19043401678949592,0.05548632490038871,-0.007110416527092456
1745468596123245800,0.436245849609375,-0.15770488262027502,0.059062429821491236,0.006093494569510221
1745468596133216500,0.446216552734375,-0.14241612807363271,0.07714110734760761,0.005621493143588304
1745468596143187500,0.4561875,-0.1426367850869894,0.041425650843977924,0.01989317960217595
1745468596153157600,0.46615771484375,-0.09409282667040825,-0.020504443368315695,-0.02877250549793243
1745468596163128600,0.476128662109375,-0.0051692193314433095,-0.06255436359047889,-0.06402523986063897
1745468596173099500,0.486099609375,0.05599398216158151,-0.046586979129910465,-0.060455564680323
