time,seconds_elapsed,z,y,x
1746409998338372000,0.0273720703125,-1.093109709727764,-0.022810382223129273,0.6759095490515231
1746409998348345000,0.037344970703125,-1.3915391140729187,-0.27384149105548855,1.2833689544722438
1746409998358318000,0.047318115234375,-1.4298188681066035,0.2918506104767322,1.7666376243397592
1746409998368291000,0.057291015625,-1.4806070983186363,0.6887433116614818,1.6009575250566004
1746409998378264000,0.06726416015625,-1.3016074987351893,0.34195173520743843,0.339610140517354
1746409998388237000,0.077237060546875,-1.1138330565437673,-0.14898819994032383,-0.8652779824361204
1746409998398210000,0.0872099609375,-0.9388204807698726,-0.19758476532697677,-1.2106564772218464
1746409998408183000,0.09718310546875,-0.6507195782154798,0.27830022403001786,-1.1264213199600577
1746409998418156000,0.107156005859375,-0.3330930137082934,0.6323351957410573,-0.8787693321719765
1746409998428129000,0.11712890625,-0.08540273973643779,0.5259013584136962,-0.5205038832843303
1746409998438102000,0.12710205078125,0.13959844030439852,0.24622867698669432,-0.2346992749735713
1746409998448075000,0.137074951171875,0.2797653281465173,0.07142448326647281,0.16336714616566894
1746409998458048000,0.147048095703125,0.3050038142994046,0.311573548078537,0.47807373157292604
1746409998468021200,0.157021240234375,0.27702158239632846,0.2523117962926626,0.27585166183412074
1746409998477994000,0.166993896484375,0.24290596230477093,-0.3503542373716831,-0.07645254056155681
1746409998487967000,0.176967041015625,0.22783289633542297,-0.28720424597561356,0.024543489626049995
1746409998497940000,0.18693994140625,0.2402797054544091,-0.04440437439382076,0.1718140719935298
1746409998507913200,0.196913330078125,0.3445119410842657,-0.22750410277247426,0.09951602076292038
1746409998517886200,0.20688623046875,0.49546062744259833,-0.3936941974043846,0.2394473462834954
1746409998527859000,0.21685888671875,0.582103722628951,-0.16461013196408747,0.7377943428173661
1746409998537832000,0.22683203125,0.5079179579555988,-0.10518529857099056,1.030881801612675
1746409998547805200,0.23680517578125,0.4694935347542166,-0.38714579867422577,0.9631833531320094
1746409998557778200,0.246778076171875,0.5083788534656166,-0.23214579109847544,0.8012304576784371
1746409998567751200,0.256751220703125,0.5372302694186568,-0.2359387536406517,0.44058074400275943
1746409998577725200,0.26672509765625,0.5696998758688568,-0.33699791219234465,0.1822144699767232
1746409998587698000,0.276697998046875,0.6131897657662629,-0.118306645950675,0.21167057382464408
1746409998597671000,0.2866708984375,0.5149000719279051,-0.008530512458086014,0.35453532244861125
1746409998607644200,0.29664404296875,0.3389639515683055,-0.10290390963554381,0.4244894409015775
1746409998617617200,0.3066171875,0.15871698227226733,-0.10100421349406241,0.4045671813353896
1746409998627590000,0.31658984375,-0.1545244990184903,0.0003647416591644287,0.4378630094766617
1746409998637563000,0.32656298828125,-0.42931350005716085,-0.04544365431368351,0.35594898863881824
1746409998647536000,0.3365361328125,-0.5214458403095603,0.05912672722935676,0.0721089583992958
1746409998657509000,0.346509033203125,-0.5607870860949158,-0.14637714065909385,-0.13597849624156952
1746409998667482000,0.356482177734375,-0.40661242342740295,-0.26652210795283315,-0.06902589769214391
1746409998677454800,0.366454833984375,-0.1806950053244829,-0.01977320648431778,0.23086335007250308
1746409998687428000,0.376427978515625,-0.03421089715957641,0.09390577966570854,0.2924979684695601
1746409998697401000,0.386401123046875,0.021324819840490818,0.08334463816285133,0.0839323749229312
1746409998707374000,0.3963740234375,0.10513502968847752,-0.017671850290894506,-0.18263094182312486
1746409998717347000,0.40634716796875,0.12608663230240344,-0.07391688460409641,-0.25688714138418434
1746409998727320000,0.416320068359375,0.06661942107230424,-0.023925065466761587,-0.17932605505883692
1746409998737293000,0.42629296875,0.09254296687990426,0.07415478501319885,-0.013174538871645927
1746409998747266000,0.43626611328125,0.06047843409925699,0.0264472774207592,-0.024856208837032316
1746409998757239000,0.446239013671875,0.027616321200132368,-0.1306722065269947,-0.1968357005253434
1746409998767212000,0.4562119140625,0.15703472827374934,-0.43665480273067947,-0.3560249764844775
1746409998777185000,0.46618505859375,0.060840545409917825,-0.17749825510978698,-0.012760989634692669
1746409998787158000,0.476157958984375,-0.24215280584990978,0.09696107558310031,0.31782939360290763
1746409998797131000,0.486131103515625,-0.5194020595222711,-0.08615501940846443,0.3384691537886858
1746409998807104000,0.49610400390625,-0.8792489323824644,0.03963759838342666,0.2797960155457258
1746409998817077200,0.5060771484375,-1.3827198478013276,0.36346798596680163,0.2845093078032136
1746409998827050000,0.516050048828125,-1.5879232714384792,0.5100023630142212,-0.033684535197913645
1746409998837023000,0.52602294921875,-1.0740636484742163,0.4486240574657917,-0.6032520168587565
1746409998846996000,0.535995849609375,-0.37312779471576213,0.38936581281125543,-0.745608815960586
1746409998856969200,0.54596923828125,0.12592208939045668,-0.12057342183887958,-0.561722905640304
1746409998866942200,0.555942138671875,0.31136954993903637,-0.36871757705807684,0.0885831233382225
1746409998876915000,0.5659150390625,0.2413192776352167,-0.30785598886013027,0.676609221753478
1746409998886888000,0.575887939453125,-0.009381868590414524,-0.46074996406733987,0.8143649568006396
1746409998896861200,0.585861083984375,-0.35425650550723076,-0.7772498626321553,0.5071256385341286
1746409998906834200,0.595834228515625,-0.4433426099315285,-0.4876479078650474,0.4511886472567916
1746409998916807200,0.60580712890625,-0.4913049690678715,-0.10191665216386317,0.4904012982264161
1746409998926780000,0.61577978515625,-0.3705973994553089,0.0048848494321107865,0.29828005900233984
1746409998936753200,0.625753173828125,0.04333703742325306,0.08620528829097747,0.18312047890573738
1746409998946726100,0.63572607421875,0.29741204399615523,0.08043371915221213,0.2906426959916949
1746409998956699100,0.64569921875,0.49863925747871396,0.22978081553280352,0.06779577137529849
