time,seconds_elapsed,z,y,x
1746483104154514200,0.02551416015625,-0.20799276209473608,0.1221586452037096,0.5215794035613537
1746483104164493000,0.0354931640625,-0.16043255401849746,0.13704992486536502,0.47285804275125265
1746483104174472000,0.045471923828125,-0.17369886282682417,0.22998773628175256,0.34650106907486916
1746483104184450800,0.055450927734375,-0.25200959847569465,0.2548147190243006,0.27480653669536115
1746483104194430000,0.065429931640625,-0.3487053011208772,0.23762802190184593,0.25612317127436396
1746483104204408800,0.075408935546875,-0.3653437167108059,0.2246095503747463,0.24181729028522966
1746483104214388000,0.085387939453125,-0.30737317377924916,0.1899678605824709,0.15558043781220912
1746483104224366800,0.095366943359375,-0.12524433625936507,0.11718845557570456,0.08469166885763406
1746483104234346000,0.105345947265625,0.1318961953639984,0.06574000788927079,0.026398762103915212
1746483104244324900,0.115324951171875,0.40916356921494007,-0.002830254989862442,0.015412088665366171
1746483104254304800,0.1253046875,0.6325608211904764,-0.08305529982745646,0.005516133072972297
1746483104264284000,0.135283935546875,0.7586708343684673,-0.11665887874364853,-0.018702070121467112
1746483104274262800,0.1452626953125,0.816777570900321,-0.11745616660118102,-0.0870411545932293
1746483104284242000,0.155241943359375,0.8104536285758018,-0.08254325865209103,-0.1494248377919197
1746483104294220800,0.165220703125,0.6713830115377902,-0.004724690434336662,-0.19514555548131465
1746483104304200000,0.175199951171875,0.5378308656603098,0.058606502747535705,-0.20161884314864872
1746483104314178800,0.1851787109375,0.5138432563513518,0.06439210041165351,-0.16998451847881077
1746483104324158000,0.195157958984375,0.4883855744898319,0.051743046718835825,-0.18107143742144108
1746483104334137000,0.20513720703125,0.3614648294508457,0.14001520441174506,-0.28872926358580586
1746483104344116000,0.215115966796875,0.2795996161907911,0.23401333853602407,-0.27857378027439117
1746483104354095000,0.22509521484375,0.2974228576511144,0.18361235407590865,-0.10411328542530536
1746483104364074000,0.235073974609375,0.3412257590204477,0.1002338136434555,0.011150924089550972
1746483104374053000,0.24505322265625,0.37107027766406536,0.0962169792175293,0.030873277169466015
1746483104384032000,0.255031982421875,0.3095207072019577,0.10486907222867012,-0.012536825489997863
1746483104394011100,0.26501123046875,0.12620587476789952,0.11855331418812275,-0.0948965442687273
1746483104403990000,0.274989990234375,-0.004106850796937942,0.0946089594990015,-0.08673895677626133
1746483104413969200,0.28496923828125,-0.17018237913846967,0.12405951038897037,-0.005204582905769348
1746483104423948000,0.294947998046875,-0.24001345573365687,0.15673369950056076,0.050751113072037696
1746483104433927200,0.30492724609375,-0.2542284435689449,0.17218319756686687,0.11117957054972648
1746483104443906000,0.314906005859375,-0.12868074044883251,0.11931436168849467,0.19834873543679712
1746483104453885200,0.32488525390625,0.04116670764684677,0.04609656526446342,0.3357774304866791
1746483104463864000,0.334864013671875,0.27868016325831413,0.015006430473923683,0.4951093297868967
1746483104473843000,0.344843017578125,0.5677665697187185,-0.018844985723495484,0.6956389163941145
1746483104483821800,0.35482177734375,0.8283902672827244,-0.09302139804661273,0.944993031924963
1746483104493801000,0.364801025390625,1.0422744255036116,-0.17669219942390918,1.0245412004143
1746483104503779800,0.37477978515625,1.0963818632662297,-0.17041969502568244,0.9544722234100103
1746483104513759000,0.384759033203125,1.051419270467758,-0.069189856082201,0.9085311409682035
1746483104523737900,0.39473779296875,0.9206997176676988,0.01551847164928913,0.8517419167757034
1746483104533717000,0.404717041015625,0.832148743033409,0.04090133470892906,0.7841314388394355
1746483104543696000,0.41469580078125,0.7486381006538867,-0.03924129254221916,0.7242056701868772
1746483104553675000,0.424675048828125,0.7224778234809637,-0.0644926381766796,0.7351379830896854
1746483104563654000,0.43465380859375,0.792881147006154,-0.13229191668331622,0.7401929283916949
1746483104573633000,0.444633056640625,0.9545020340263843,-0.33635727620124817,0.6983247944772243
1746483104583612000,0.45461181640625,1.1759060663580894,-0.5811176342010498,0.5915881748110056
1746483104593591000,0.464591064453125,1.3950696262866258,-0.7471867328017949,0.42526597823202605
1746483104603570000,0.47456982421875,1.5376777698010204,-0.825466488790512,0.24643968938887117
1746483104613549000,0.484549072265625,1.5834160231471062,-0.8584750244230032,0.08320143029987812
1746483104623528000,0.49452783203125,1.4945792173087595,-0.8640542858600616,-0.011966332125663757
1746483104633507000,0.504507080078125,1.3325813136696816,-0.8452046239614486,0.030173604467511175
1746483104643486000,0.51448583984375,1.2381406964749098,-0.8536614866614342,0.13750702098309994
1746483104653466000,0.524466064453125,1.174933421933651,-0.8106430136680602,0.252324071252346
1746483104663445000,0.534445068359375,1.166904429256916,-0.7147323239207267,0.4268319123744964
1746483104673424100,0.544424072265625,1.2383517088770866,-0.6214905611217022,0.6354407605409622
1746483104683403000,0.554403076171875,1.4396920273452996,-0.5517863257765769,0.8675847980737685
1746483104693382100,0.564382080078125,1.6376362736344336,-0.4175578880727291,0.9418453815490007
1746483104703361000,0.574361083984375,1.6978484580129385,-0.11369301467537879,0.741356711474061
1746483104713340200,0.584340087890625,1.5571590076014399,0.21125907041430472,0.4954775785773992
1746483104723319000,0.594319091796875,1.2313462140291929,0.4203285218298435,0.3322071707844734
1746483104733298200,0.604298095703125,0.8334545649349689,0.5295622190088033,0.26420389413833617
1746483104743277000,0.614277099609375,0.5337114476427436,0.7340665544658899,0.28231764297783374
1746483104753256200,0.624256103515625,0.4529547801464796,0.96362992785573,0.3768856859445572
1746483104763234800,0.63423486328125,0.5131920989662409,1.1591530844777822,0.5071171629667282
1746483104773214000,0.6442138671875,0.6524395338758826,1.2956710944235323,0.6560948415130377
